CPF Fake,Nome Fake,Endereco Fake,Bairro Fake,CEP,Cidade Fake,UF,Data_Nascimento Fake,Score Fake
27866278008,Virginia Ferrari,"Viaduto Tiradentes, 112",Rio Branco,90430200,Porto Alegre,RS,21011982,592
74379417166,Virginia menegel,Rua Silva Alvarenga 31,Agenor Carvalho,76820284,Porto Velho,RO,13061972,695
72032204274,Virginia schoemberg,Rua Lapa 24 apto 26,Esplanada,30280120,Belo Horizonte,MG,09011970,450
52229166344,Vitor Cordoba,Rua Manoel Ache 31 sala 13,Jardim Iraja,14020590,S J dos campos,SP,18031964,390
49119119569,Vitor hamburg,Rua Engenheiros Reboucas 1427,Reboucas,80230040,Curitiba,pr,08051994,482
44300243328,vitoria Ximenes,Avenida Ceci 111,Tambore,06460120,Barueri,sp,26081971,234
19309866969,Vitorio silva,"Av. dos Estudantes, 235",Vl Aeroporto,15025310,S J do Rio Preto,sp,22081970,574
13964080373,Wagner Gouveia,Avenida Vila Paulista 89,Santa Monica,40342180,Salvador,BA,22071996,718
13117862528,Walter lage,"Beco da Consolacao, 101 casa 14",Consolacao,29045466,Vitoria,ES,06011967,690
16110124656,Walter Vasconcelos,Avenida Aruana 512,Tambore,06460010,Barueri,sp,18041980,986
96726504772,wesley volpato,Av Brasil 202,Garcia,40100560,Salvador,BA,05021997,903
79507444211,William beckman,Via Republica do Equador 57,Montese,60420820,Fortaleza,CE,04011965,944
03215362902,yan da fonseca,Via Republica do Equador 64,Montese,60420820,Fortaleza,CE,04011965,516
